t,ax,ay,az,gx,gy,gz,label
173118,1.0037,0.2087,0.0073,-60.725,0.985,5.534,nornal
173138,1.0066,0.2524,0.0005,-63.595,-1.145,5.298,nornal
173158,0.9919,0.2825,-0.002,-62.733,-5.214,3.359,nornal
173178,0.9861,0.2922,-0.0217,-55.969,-5.962,1.023,nornal
173198,0.9944,0.292,-0.0273,-50.397,-9.16,-1.84,nornal
173218,0.9841,0.2756,-0.0442,-44.489,-13.069,-3.42,nornal
173238,0.9827,0.2515,-0.0542,-40.603,-17.267,-4.374,nornal
173258,0.9753,0.2341,-0.0413,-43.969,-20.565,-5.756,nornal
173278,0.99,0.2095,-0.0525,-49.29,-22.092,-7.038,nornal
173298,0.9949,0.1917,-0.0176,-55.618,-24.977,-7.214,nornal
173318,0.9988,0.196,0.0015,-61.557,-24.931,-7.473,nornal
173338,1.0083,0.207,0.0203,-65.939,-25.214,-7.664,nornal
173358,1.01,0.2192,0.0393,-67.649,-25.412,-7.191,nornal
173378,0.9956,0.2268,0.0728,-66.473,-24.779,-6.931,nornal
173398,0.9932,0.2451,0.0576,-61.397,-25.244,-7.229,nornal
173418,0.9763,0.2571,0.0859,-58.71,-24.885,-6.618,nornal
173438,0.9812,0.2649,0.0747,-57.511,-23.405,-5.489,nornal
173458,0.9956,0.2646,0.0801,-55.969,-23.74,-4.122,nornal
173478,0.9827,0.2698,0.064,-52.176,-22.962,-3.832,nornal
173498,0.9812,0.2698,0.031,-47.504,-22.641,-6.16,nornal
173518,0.9722,0.2634,0.0181,-42.718,-23.847,-8.008,nornal
173538,0.9773,0.2656,0.0063,-39.305,-25.565,-9.557,nornal
173558,0.9688,0.2881,-0.0212,-36.008,-26.26,-9.427,nornal
173578,0.9705,0.3081,-0.054,-30.916,-27.168,-8.374,nornal
173598,0.9663,0.311,-0.0698,-24.527,-25.16,-6.733,nornal
173618,0.9556,0.3123,-0.0674,-20.504,-18.695,-2.779,nornal
173638,0.9502,0.3105,-0.0647,-17.939,-11.511,2.511,nornal
173658,0.9756,0.2625,-0.0305,-16.145,-3.832,7.229,nornal
173678,0.9724,0.2158,-0.0095,-20.458,2.809,10.298,nornal
173698,0.9497,0.2119,-0.0317,-28.084,4.0,10.069,nornal
173718,0.9233,0.231,-0.0398,-32.939,2.198,6.672,nornal
173738,0.9146,0.2444,-0.052,-35.382,2.191,0.786,nornal
173758,0.9248,0.2595,-0.0566,-37.557,5.962,-4.992,nornal
173778,0.9531,0.27,-0.0735,-39.702,7.176,-7.137,nornal
173798,0.9836,0.2817,-0.0977,-42.618,2.977,-6.947,nornal
173818,0.9795,0.3062,-0.0996,-44.244,-2.344,-6.038,nornal
173838,0.9819,0.3054,-0.114,-46.008,-5.244,-4.901,nornal
173858,0.9812,0.2908,-0.0916,-47.45,-5.344,-3.198,nornal
173878,0.9873,0.28,-0.0701,-50.947,-6.099,-1.015,nornal
173898,0.988,0.2969,-0.0764,-57.969,-10.198,1.153,nornal
173918,1.0359,0.3223,-0.1509,-64.58,-20.504,2.481,nornal
173938,1.0674,0.2932,-0.1511,-69.344,-33.267,1.603,nornal
173958,1.0098,0.2615,-0.1448,-76.122,-38.084,3.954,nornal
173978,0.978,0.2461,-0.1711,-86.84,-40.252,6.977,nornal
173998,1.0247,0.2781,-0.1936,-97.084,-46.84,8.832,nornal
174018,1.0598,0.3193,-0.1326,-104.397,-57.756,7.305,nornal
174038,1.0657,0.3606,-0.0979,-108.0,-64.282,5.374,nornal
174058,1.0168,0.3635,-0.1172,-103.992,-63.153,5.718,nornal
174078,0.9746,0.3665,-0.1565,-93.649,-59.252,9.0,nornal
174098,0.9358,0.3779,-0.1768,-85.191,-57.26,13.42,nornal
174118,0.906,0.3462,-0.1902,-80.527,-53.695,16.679,nornal
174138,0.9541,0.281,-0.2073,-72.74,-46.901,19.069,nornal
174158,0.978,0.2405,-0.2004,-66.924,-46.084,19.046,nornal
174178,0.946,0.2388,-0.1553,-67.084,-44.71,18.344,nornal
174198,0.9229,0.2422,-0.1628,-68.634,-40.176,17.863,nornal
174218,0.9075,0.252,-0.1824,-70.252,-35.046,16.328,nornal
174238,0.9148,0.2676,-0.2017,-66.168,-30.863,13.794,nornal
174258,0.929,0.2737,-0.2324,-58.13,-27.122,10.153,nornal
174278,0.9258,0.2598,-0.2224,-52.748,-25.588,8.214,nornal
174298,0.9207,0.2615,-0.2117,-51.137,-22.893,7.687,nornal
174318,0.9138,0.2434,-0.2332,-50.985,-21.466,6.802,nornal
174338,0.9163,0.2222,-0.2583,-48.962,-18.198,6.786,nornal
174358,0.9077,0.2224,-0.2637,-48.489,-14.153,5.443,nornal
174378,0.906,0.2219,-0.2727,-47.824,-11.053,3.13,nornal
174398,0.9153,0.2158,-0.291,-45.282,-7.069,1.534,nornal
174418,0.937,0.2236,-0.3093,-42.786,-4.206,-0.038,nornal
174438,0.9595,0.2239,-0.3374,-40.771,-2.794,-0.908,nornal
174458,0.9653,0.2363,-0.3193,-40.824,-1.168,-1.328,nornal
174478,0.9915,0.2454,-0.3228,-41.359,1.267,-0.977,nornal
174498,1.0117,0.2297,-0.3176,-43.618,-0.611,-0.244,nornal
174519,1.011,0.2378,-0.2576,-48.092,-1.366,-0.733,nornal
174539,0.9832,0.2839,-0.2456,-53.45,-3.771,-0.588,nornal
174559,0.9822,0.3376,-0.311,-48.656,-4.679,-1.26,nornal
174579,0.9045,0.3225,-0.3503,-39.519,-2.26,0.45,nornal
174599,1.074,0.4714,-0.3457,-35.229,-9.237,-2.473,nornal
174619,1.1511,0.3115,-0.2671,-30.252,-14.786,-13.42,nornal
174639,1.0505,0.5249,-0.1736,-20.802,-10.893,-10.069,nornal
174659,1.0422,0.5803,-0.2461,-7.84,-13.763,-8.374,nornal
174679,0.9248,0.4919,-0.1426,5.176,-5.969,-3.359,nornal
174699,0.8494,0.4622,-0.1052,15.107,11.718,4.405,nornal
174719,0.8442,0.3804,-0.0879,18.42,19.389,10.924,nornal
174739,0.906,0.2859,-0.0549,17.55,20.611,13.649,nornal
174759,0.9583,0.2131,0.0063,7.618,11.099,8.832,nornal
174779,0.9543,0.2151,0.0527,-6.374,6.885,-0.817,nornal
174799,0.9417,0.2783,-0.0088,-19.962,4.412,-9.565,nornal
174819,0.8953,0.3315,-0.0405,-23.611,7.282,-11.244,nornal
174839,0.8904,0.3882,-0.0508,-19.779,11.588,-9.366,nornal
174859,0.9351,0.3767,-0.0769,-9.863,15.008,-5.183,nornal
174879,0.9663,0.3438,-0.0571,-4.718,18.244,-1.473,nornal
174899,0.9846,0.3115,-0.042,-2.519,19.237,0.71,nornal
174919,0.9836,0.2908,-0.0483,0.221,20.038,1.427,nornal
174939,0.9504,0.2671,-0.0398,-2.534,20.122,3.084,nornal
174959,0.95,0.2402,-0.0603,-4.924,22.252,1.779,nornal
174979,0.9612,0.2417,-0.0854,-8.45,21.198,-0.969,nornal
174999,0.9712,0.2542,-0.1021,-11.611,16.405,-2.985,nornal
175019,0.9744,0.2639,-0.1162,-12.664,12.076,-3.221,nornal
175039,0.9771,0.2725,-0.1238,-12.664,9.427,-2.901,nornal
175059,0.959,0.2749,-0.1252,-13.321,8.374,-3.237,nornal
175079,0.9587,0.2546,-0.1194,-14.359,7.542,-4.176,nornal
175099,0.9695,0.2556,-0.1104,-13.992,7.687,-5.511,nornal
175119,0.9492,0.2715,-0.1213,-14.397,7.122,-5.626,nornal
175139,0.9458,0.2659,-0.127,-13.084,7.069,-5.321,nornal
175159,0.9485,0.2646,-0.1125,-9.527,6.718,-6.603,nornal
175179,0.9424,0.2534,-0.1006,-6.153,5.542,-8.443,nornal
175199,0.9585,0.2444,-0.0781,-3.55,4.695,-10.366,nornal
175219,0.9727,0.2346,-0.0754,-3.885,3.672,-10.496,nornal
175239,0.9805,0.252,-0.0752,-4.031,5.305,-7.588,nornal
175259,0.9829,0.2378,-0.0798,-4.679,7.58,-3.565,nornal
175279,1.0049,0.2317,-0.0564,-7.863,9.55,-0.802,nornal
175299,0.9971,0.2227,-0.0618,-11.229,10.198,0.725,nornal
175319,0.9927,0.2246,-0.073,-10.74,12.107,3.122,nornal
175339,1.0186,0.207,-0.0989,-6.908,12.137,3.641,nornal
175359,1.0728,0.1484,-0.084,-3.947,8.26,2.191,nornal
175379,1.0918,0.1174,0.0239,-5.733,6.16,0.893,nornal
175399,1.1392,0.158,-0.0371,-15.832,3.847,1.389,nornal
175419,1.1011,0.1387,-0.0188,-27.931,3.679,10.466,nornal
175439,1.1416,0.1714,-0.0354,-39.145,2.412,19.87,nornal
175459,1.1587,0.2126,-0.0195,-47.695,-6.023,27.313,nornal
175479,1.0886,0.2505,-0.0242,-54.046,-16.366,33.496,nornal
175499,1.0203,0.3191,-0.0435,-59.504,-25.191,36.87,nornal
175519,0.95,0.3816,-0.0386,-57.008,-33.931,35.214,nornal
175539,0.8794,0.4282,-0.0898,-47.992,-37.473,30.58,nornal
175559,0.8879,0.4141,-0.1333,-45.664,-45.214,25.069,nornal
175579,0.9099,0.3162,-0.094,-50.84,-46.672,20.336,nornal
175599,0.9553,0.2595,-0.053,-64.985,-45.115,18.45,nornal
175619,1.0347,0.2751,-0.1196,-77.084,-40.687,20.641,nornal
175639,1.1172,0.3398,-0.104,-81.634,-38.664,23.489,nornal
175659,1.1365,0.374,-0.1379,-67.511,-41.458,25.725,nornal
175679,1.0645,0.3523,-0.1262,-51.031,-45.504,29.977,nornal
175719,0.9443,0.2532,-0.135,-34.611,-39.954,35.244,nornal
175739,0.9062,0.261,-0.115,-41.313,-34.748,32.87,nornal
175759,0.897,0.1997,-0.1538,-43.145,-37.298,27.695,nornal
175779,0.8586,0.1741,-0.1848,-48.183,-37.992,20.496,nornal
175799,0.8447,0.1628,-0.1973,-47.26,-35.069,12.038,nornal
175819,0.8381,0.1797,-0.22,-44.389,-28.832,3.87,nornal
175839,0.8289,0.1785,-0.2051,-40.809,-24.58,-0.969,nornal
175859,0.824,0.198,-0.2048,-31.427,-12.84,-1.595,nornal
175879,0.8491,0.1743,-0.2173,-15.977,0.718,-3.107,nornal
175899,0.9065,0.1448,-0.269,-5.664,7.511,-5.916,nornal
175919,0.9587,0.1077,-0.2825,-0.183,8.214,-6.939,nornal
175939,0.9941,0.1111,-0.3157,5.008,6.489,-7.885,nornal
175959,1.0149,0.1133,-0.3408,8.008,6.031,-9.0,nornal
175979,1.0354,0.1179,-0.3948,8.099,6.802,-9.603,nornal
175999,1.0376,0.1667,-0.3635,2.069,7.489,-11.809,nornal
176019,1.0547,0.2104,-0.3784,-2.008,9.168,-15.366,nornal
176039,1.0527,0.2393,-0.3506,-10.733,3.832,-21.328,nornal
176059,1.0183,0.2725,-0.3389,-16.237,-0.985,-24.802,nornal
176079,0.9824,0.2998,-0.377,-12.496,-3.008,-24.435,nornal
176099,0.9175,0.3574,-0.4072,-5.481,-3.115,-20.366,nornal
176119,0.7925,0.3513,-0.4124,3.779,12.16,-14.809,nornal
176139,0.8364,0.3059,-0.4626,12.511,27.901,-7.115,nornal
176159,1.2795,0.4036,-0.2458,6.008,3.55,-27.725,nornal
176199,1.084,0.7571,-0.2559,27.42,3.244,-23.153,nornal
176219,0.9651,0.6267,-0.1267,53.099,-0.58,-16.206,nornal
176239,0.9644,0.429,-0.0854,63.298,17.664,-5.878,nornal
176259,0.9536,0.3184,-0.0427,61.985,15.16,-3.466,nornal
176279,0.9602,0.2415,-0.05,55.099,14.122,-6.603,nornal
176299,0.9417,0.2188,-0.0701,48.206,16.817,-10.206,nornal
176319,0.927,0.2273,-0.0942,36.763,19.458,-7.397,nornal
176339,0.8848,0.2966,-0.0891,31.26,26.969,-2.939,nornal
176359,0.8723,0.3525,-0.0549,35.145,42.389,-0.977,nornal
176379,0.8655,0.3831,-0.0613,47.412,52.939,-1.298,nornal
176399,0.8457,0.3782,-0.0464,62.252,54.947,-2.832,nornal
176419,0.8379,0.3423,-0.0361,74.313,55.122,-9.023,nornal
176439,0.8647,0.3096,-0.0476,80.0,54.809,-16.046,nornal
176479,0.9497,0.2478,-0.1042,86.763,50.313,-24.107,nornal
176560,0.9871,0.2144,-0.0984,54.511,37.84,-12.84,nornal
176580,0.9819,0.2393,-0.1084,50.847,35.626,-11.473,nornal
176600,0.9663,0.2468,-0.135,49.71,32.672,-9.046,nornal
176620,0.9438,0.2268,-0.1545,50.55,29.84,-7.053,nornal
176640,0.9714,0.2161,-0.165,50.313,22.397,-6.878,nornal
176660,1.0024,0.1973,-0.1526,49.725,11.916,-8.267,nornal
176680,0.9753,0.1594,-0.1106,51.42,10.053,-9.183,nornal
176700,1.0151,0.1511,-0.1128,48.351,14.137,-11.695,nornal
176720,1.0525,0.166,-0.136,43.641,16.229,-13.13,nornal
176740,1.0796,0.2192,-0.178,40.756,16.542,-13.321,nornal
176760,1.053,0.2102,-0.179,40.115,18.084,-15.031,nornal
176780,1.0217,0.1636,-0.1797,35.84,22.802,-16.282,nornal
176800,1.0051,0.1201,-0.1943,25.405,26.809,-15.84,nornal
176820,0.9775,0.1079,-0.1558,18.038,33.198,-11.725,nornal
176840,1.2014,0.2534,-0.2444,9.237,33.573,-8.443,nornal
176860,1.1602,0.2329,-0.0591,1.008,23.695,4.198,nornal
176900,1.2756,0.3245,0.0349,-12.336,17.893,18.145,nornal
176920,1.1536,0.3628,0.054,-15.191,10.359,26.145,nornal
176940,0.9583,0.4575,0.0356,-13.504,-3.198,34.069,nornal
176960,0.7769,0.5076,-0.0232,-1.748,-7.321,36.649,nornal
176980,0.7258,0.5503,-0.0991,10.687,-20.298,31.046,nornal
177000,0.7944,0.45,-0.0588,16.176,-23.809,18.198,nornal
177020,0.8333,0.3381,-0.0371,11.198,-15.267,4.359,nornal
177040,0.9561,0.2551,-0.0645,2.466,-8.985,-4.756,nornal
177060,1.0955,0.2795,-0.105,-1.443,-9.267,-7.87,nornal
177080,1.0862,0.3491,-0.0647,-5.382,-21.183,-1.427,nornal
177100,0.9788,0.3521,-0.0881,-7.122,-24.733,8.405,nornal
177120,0.9473,0.2969,-0.1482,-5.16,-28.511,16.0,nornal
177140,0.8982,0.2617,-0.1541,-8.412,-29.389,18.809,nornal
177160,0.8838,0.2683,-0.1289,-10.038,-31.031,19.038,nornal
177180,0.8403,0.2864,-0.1582,-11.053,-27.71,16.237,nornal
177200,0.8477,0.2935,-0.2034,-9.351,-22.611,10.786,nornal
177220,0.8552,0.2617,-0.188,-9.527,-18.809,3.649,nornal
177240,0.8538,0.2185,-0.1902,-7.153,-12.573,-2.076,nornal
177260,0.8623,0.2292,-0.2395,-2.275,-6.053,-6.695,nornal
177280,0.8552,0.2288,-0.262,1.298,1.45,-8.206,nornal
177300,0.8555,0.2129,-0.2678,1.893,12.87,-6.435,nornal
177320,0.8948,0.2109,-0.2949,-0.58,18.496,-3.824,nornal
177340,0.957,0.1938,-0.3103,-3.45,12.908,-5.832,nornal
177360,1.02,0.1807,-0.2988,-5.305,9.397,-7.832,nornal
177380,1.0364,0.1997,-0.2627,-14.916,5.359,-7.573,nornal
177400,1.0354,0.2175,-0.2527,-24.832,3.389,-2.427,nornal
177420,1.0483,0.2588,-0.1892,-28.496,-1.198,-0.756,nornal
177440,1.0071,0.2107,-0.2366,-23.962,2.427,-3.053,nornal
177460,0.9646,0.114,-0.3843,-19.008,9.084,0.618,nornal
177480,1.4424,0.5159,-0.2031,-20.55,-21.779,-9.832,nornal
177500,1.4524,0.3357,-0.2883,-23.244,-15.969,-21.84,nornal
177520,1.4031,0.6624,-0.0249,-28.29,-31.511,-33.496,nornal
177540,0.9744,0.5896,-0.0051,-21.748,-27.076,-29.656,nornal
177560,0.7705,0.5586,-0.0676,-9.595,-10.107,-9.595,nornal
177580,0.7488,0.4346,-0.073,-7.939,-3.427,2.748,nornal
177600,0.7527,0.3149,-0.0686,-16.198,-2.748,5.092,nornal
177620,0.7952,0.2786,-0.0374,-26.168,-7.969,-1.786,nornal
177640,0.8362,0.2896,-0.053,-30.664,-8.779,-13.275,nornal
177660,0.8662,0.3601,-0.0603,-28.824,-7.115,-19.855,nornal
177680,0.9229,0.4519,-0.0942,-17.992,-6.954,-17.42,nornal
177700,0.9568,0.436,-0.0764,-5.939,-2.588,-8.924,nornal
177720,0.9719,0.3198,-0.062,-3.939,10.053,1.229,nornal
177740,1.0112,0.2749,-0.0798,-8.359,16.168,5.962,nornal
177760,0.9482,0.2861,-0.0652,-15.305,15.557,6.237,nornal
177780,0.9387,0.2756,-0.095,-20.748,15.382,8.664,nornal
177800,0.9409,0.2441,-0.1064,-23.466,12.626,8.16,nornal
177820,0.926,0.2415,-0.1082,-26.084,8.092,4.924,nornal
177840,0.9358,0.2407,-0.1199,-28.191,4.084,0.405,nornal
177860,0.9546,0.2485,-0.1128,-32.389,-0.214,-2.443,nornal
177880,0.9521,0.2537,-0.1111,-35.802,-3.115,-3.267,nornal
177900,0.946,0.2617,-0.1292,-37.389,-2.504,-3.145,nornal
177920,0.947,0.2649,-0.1406,-38.321,0.794,-3.099,nornal
177940,0.9727,0.2581,-0.157,-38.061,0.336,-2.595,nornal
177960,0.957,0.2524,-0.1255,-38.481,-2.344,-2.115,nornal
177980,0.9495,0.2686,-0.1072,-37.626,-2.702,-1.374,nornal
178000,0.9529,0.2615,-0.0896,-34.214,-1.542,-1.542,nornal
178020,0.9692,0.2349,-0.072,-28.748,-0.809,-0.878,nornal
178040,0.9841,0.2271,-0.0632,-24.206,0.595,-0.893,nornal
178060,0.9998,0.249,-0.0632,-22.359,0.489,-0.573,nornal
178080,0.9854,0.2512,-0.0903,-24.282,0.336,0.519,nornal
178100,0.9546,0.2402,-0.0972,-27.916,1.542,2.618,nornal
178120,0.9475,0.2417,-0.1101,-32.008,2.389,3.641,nornal
178140,0.9456,0.2292,-0.1091,-33.924,1.824,5.046,nornal
178160,1.0002,0.2446,-0.0293,-32.641,3.412,5.107,nornal
178180,1.115,0.2686,-0.0308,-31.069,1.282,6.015,nornal
178200,1.1262,0.2566,0.0044,-35.656,-0.16,14.649,nornal
178220,1.1807,0.2825,-0.0024,-40.145,-2.985,21.855,nornal
178240,1.1663,0.259,0.0447,-45.137,-10.282,25.687,nornal
178260,1.084,0.2712,-0.0168,-52.588,-21.26,30.237,nornal
178280,0.9768,0.2988,-0.0427,-56.061,-33.389,32.046,nornal
178300,0.8665,0.3218,-0.0378,-56.008,-39.023,30.618,nornal
178320,0.8076,0.2908,-0.0552,-53.466,-37.916,28.634,nornal
178340,0.8328,0.2722,-0.0596,-55.992,-34.618,25.695,nornal
178360,0.9309,0.2463,-0.0581,-67.458,-36.366,19.183,nornal
178380,1.0276,0.2573,-0.0364,-79.244,-34.916,14.802,nornal
178400,1.0706,0.3118,-0.0261,-82.321,-33.183,14.015,nornal
178420,1.0979,0.3262,-0.0623,-78.023,-32.534,14.511,nornal
178440,1.1155,0.3201,-0.0913,-72.947,-32.939,17.328,nornal
178460,1.1021,0.3201,-0.1133,-73.649,-32.84,21.023,nornal
178480,1.0315,0.3064,-0.1279,-78.847,-32.321,23.328,nornal
178500,0.9802,0.2883,-0.1399,-85.901,-31.519,21.824,nornal
178521,0.9429,0.2483,-0.1172,-92.588,-33.519,16.176,nornal
178541,0.907,0.2156,-0.1206,-97.313,-33.725,10.069,nornal
178561,0.9177,0.208,-0.1187,-102.641,-33.55,4.58,nornal
178581,0.9346,0.2148,-0.0906,-106.008,-34.336,0.977,nornal
178601,0.9583,0.2114,-0.0879,-106.183,-35.13,-0.26,nornal
178621,0.9678,0.2117,-0.0989,-104.71,-34.817,1.954,nornal
178641,0.957,0.2183,-0.1187,-103.954,-28.695,7.298,nornal
178661,0.9512,0.2131,-0.1323,-106.122,-24.802,11.145,nornal
178681,0.9492,0.2104,-0.1614,-107.137,-25.305,10.504,nornal
178721,0.968,0.2661,-0.1067,-113.969,-18.664,3.489,nornal
178741,1.0286,0.2146,-0.3169,-120.176,-22.214,2.557,nornal
178761,1.0134,0.2273,-0.2495,-107.733,-27.542,6.504,nornal
178781,1.0237,0.2144,-0.1929,-99.031,-34.649,9.542,nornal
178801,1.0093,0.2126,-0.1719,-95.84,-33.771,10.282,nornal
178821,0.9983,0.2102,-0.1777,-96.038,-31.137,10.092,nornal
178841,0.9854,0.1931,-0.1958,-97.336,-26.893,9.489,nornal
178861,0.9309,0.1431,-0.1741,-98.389,-20.962,11.504,nornal
178881,0.9009,0.1113,-0.1519,-100.267,-12.473,14.405,nornal
178901,0.9553,0.1692,-0.1934,-102.71,-10.504,14.252,nornal
178921,1.106,0.2876,-0.1548,-102.061,-17.588,6.29,nornal
178941,1.1826,0.3567,-0.0657,-104.046,-22.313,-7.115,nornal
178961,1.0488,0.3562,-0.0234,-102.145,-28.321,-8.557,nornal
178981,0.9487,0.3083,-0.0408,-102.931,-34.557,-2.573,nornal
179081,0.9446,0.2537,0.0498,-146.916,-32.794,-0.916,nornal
179101,0.9807,0.2734,0.0288,-150.183,-33.435,1.519,nornal
179121,0.9883,0.3049,0.0771,-152.489,-34.298,3.061,nornal
179141,0.9807,0.322,0.1013,-147.366,-29.046,3.656,nornal
179341,0.9773,0.3296,0.0161,-121.443,-23.916,2.397,nornal
179361,0.9766,0.3269,0.0193,-119.588,-26.26,3.084,nornal
179381,0.9739,0.3264,0.0354,-115.878,-27.679,2.511,nornal
179401,0.9548,0.3232,0.0247,-110.168,-28.29,2.069,nornal
179421,0.9685,0.313,0.0049,-106.382,-27.718,1.183,nornal
179441,0.9712,0.291,0.0251,-99.267,-29.023,0.595,nornal
179461,0.9827,0.2678,0.0447,-94.695,-27.237,0.015,nornal
179481,0.9985,0.2822,0.0747,-94.71,-24.779,0.473,nornal
179501,0.9971,0.29,0.0315,-92.061,-26.351,1.626,nornal
179521,0.9866,0.3115,0.0359,-85.336,-25.863,2.763,nornal
179541,0.9788,0.3276,0.0276,-77.099,-24.557,3.015,nornal
179561,0.9824,0.3245,0.0081,-67.618,-23.809,2.603,nornal
179581,0.9749,0.3335,0.009,-56.878,-23.954,0.863,nornal
179601,0.9653,0.3428,0.0071,-47.878,-25.031,-1.931,nornal
179621,0.9529,0.3376,-0.0195,-39.458,-25.0,-2.748,nornal
179641,0.9607,0.3213,0.0181,-28.145,-21.336,-3.244,nornal
179661,0.9915,0.3359,-0.0203,-24.046,-18.855,-2.053,nornal
179681,0.9858,0.2778,-0.0449,-26.702,-16.58,4.244,nornal
179701,0.9988,0.2358,-0.0234,-34.176,-13.969,8.244,nornal
179721,1.0205,0.2224,-0.0112,-42.634,-16.45,6.405,nornal
179741,1.0261,0.208,-0.0388,-47.649,-22.328,2.779,nornal
179761,1.0801,0.2153,-0.0391,-49.985,-26.641,-3.0,nornal
179781,1.0903,0.2175,-0.0278,-53.183,-28.008,-8.725,nornal
179801,1.0339,0.2473,-0.0574,-58.229,-26.092,-8.382,nornal
179821,0.988,0.3101,-0.0781,-60.084,-28.473,-5.069,nornal
179841,0.9521,0.356,-0.0911,-57.412,-34.16,-0.542,nornal
179861,0.8867,0.365,-0.0913,-52.405,-35.954,3.527,nornal
179881,0.8589,0.3582,-0.083,-47.168,-33.702,6.962,nornal
179901,0.854,0.3552,-0.0676,-43.641,-30.031,9.145,nornal
179921,0.8706,0.3594,-0.0796,-43.13,-26.267,10.061,nornal
179941,0.9077,0.3721,-0.0864,-44.656,-25.58,7.656,nornal
179961,0.9541,0.3665,-0.1091,-40.611,-25.725,4.26,nornal
179981,0.9819,0.3643,-0.1589,-37.038,-28.275,2.427,nornal
180001,1.0061,0.3728,-0.1843,-37.847,-31.847,2.916,nornal
180021,1.0271,0.3872,-0.1899,-41.557,-37.405,4.939,nornal
180041,1.0083,0.3613,-0.1931,-44.565,-42.931,9.977,nornal
180061,0.968,0.3369,-0.1958,-46.664,-40.405,16.901,nornal
180081,0.9543,0.3018,-0.2122,-46.878,-34.817,21.244,nornal
180101,0.9353,0.2913,-0.2065,-48.099,-32.321,20.718,nornal
180121,0.9082,0.3032,-0.1997,-49.641,-29.885,17.718,nornal
180141,0.8953,0.3169,-0.1917,-49.626,-27.511,13.878,nornal
180161,0.8958,0.3191,-0.2046,-48.435,-24.298,10.183,nornal
180181,0.9141,0.3132,-0.2122,-44.504,-22.924,7.008,nornal
180201,0.9111,0.3018,-0.2202,-41.374,-22.267,5.481,nornal
180221,0.907,0.2935,-0.1985,-40.565,-18.137,5.87,nornal
180241,0.908,0.2874,-0.217,-39.824,-12.427,6.603,nornal
180261,0.9236,0.2742,-0.2471,-37.176,-6.824,8.015,nornal
180281,0.9319,0.252,-0.2683,-35.099,-3.298,7.969,nornal
180301,0.9468,0.2346,-0.2671,-32.397,-0.252,5.527,nornal
180321,0.9458,0.2124,-0.2424,-31.405,4.038,3.389,nornal
180341,0.9473,0.2124,-0.2427,-33.221,8.122,-0.191,nornal
180361,0.9512,0.2043,-0.2532,-34.382,9.061,-4.725,nornal
180381,0.9536,0.2222,-0.2654,-35.298,8.183,-8.344,nornal
180401,0.9592,0.2324,-0.2759,-36.16,6.344,-10.359,nornal
180421,0.9597,0.2544,-0.2925,-35.649,5.954,-10.198,nornal
180441,0.9797,0.2686,-0.28,-34.023,4.534,-8.511,nornal
180461,0.9746,0.2349,-0.2639,-30.45,2.336,-4.473,nornal
180481,0.9565,0.2549,-0.2266,-25.13,6.008,-1.115,nornal
180501,0.9653,0.2405,-0.2195,-20.466,9.656,2.344,nornal
180522,1.0303,0.2908,-0.3025,-15.359,6.145,3.206,nornal
180542,1.2722,0.3635,-0.2412,-11.229,-12.641,-6.687,nornal
180562,1.1062,0.4426,-0.252,-4.527,-18.687,-6.656,nornal
180582,0.9565,0.4622,-0.1968,-2.382,-19.84,-3.87,nornal
180602,0.8899,0.408,-0.1772,2.099,-18.924,-0.817,nornal
180622,0.9248,0.3813,-0.1294,4.443,-18.702,-0.55,nornal
180642,0.9402,0.3845,-0.1541,-0.336,-14.832,-3.084,nornal
180662,0.8682,0.3616,-0.1831,-5.969,-2.443,0.802,nornal
180682,0.8533,0.3345,-0.1946,-12.656,10.046,5.824,nornal
180702,0.9045,0.3362,-0.1042,-18.145,10.58,6.534,nornal
180722,0.9587,0.3723,-0.0764,-20.275,6.038,4.473,nornal
180742,0.9495,0.4102,-0.0085,-16.954,0.198,0.824,nornal
180762,0.9207,0.4089,-0.0527,-8.16,5.641,-1.336,nornal
180782,0.9287,0.3892,-0.0754,-1.214,9.771,-1.557,nornal
180802,0.9263,0.3933,-0.1091,3.382,13.168,0.023,nornal
180822,0.9214,0.3782,-0.1189,6.611,15.305,2.672,nornal
180842,0.9431,0.3669,-0.0989,9.702,16.496,4.137,nornal
180862,0.9485,0.3547,-0.0957,13.267,18.847,3.626,nornal
180882,0.9612,0.3452,-0.1011,17.229,20.183,4.183,nornal
180902,0.9504,0.313,-0.1001,18.221,19.863,5.031,nornal
180922,0.9539,0.2812,-0.1245,17.321,21.855,4.099,nornal
180942,0.9705,0.2686,-0.1377,15.458,22.748,1.198,nornal
180962,0.9797,0.2556,-0.1541,13.046,20.038,-1.634,nornal
180982,0.9768,0.2332,-0.1567,10.794,14.878,-3.733,nornal
181002,0.9675,0.2312,-0.1677,9.504,10.42,-4.87,nornal
181022,0.9556,0.2395,-0.1711,7.954,8.718,-6.641,nornal
181042,0.9631,0.2483,-0.1685,5.0,6.992,-7.397,nornal
181062,0.9915,0.2537,-0.1855,3.565,5.748,-7.0,nornal
181082,0.999,0.2463,-0.1914,5.794,4.084,-5.0,nornal
181102,0.9836,0.2319,-0.2056,9.168,3.71,-2.641,nornal
181122,0.9768,0.1926,-0.1951,13.55,6.221,-0.962,nornal
181142,0.981,0.1592,-0.1934,14.542,7.603,1.008,nornal
181162,0.9819,0.1472,-0.1802,15.221,11.504,3.42,nornal
181182,0.9551,0.2234,-0.1111,14.649,16.305,8.16,nornal
